id,area_code,outage_duration,broadband_type,outage_type,log_report_type,volume,transit_server_type,Bandwidth,Speed_var_over_dist
5889,area_794,0,Fiber1,outage_type_1,log_report_type_306,1,transit_server_type_11,5,0
14760,area_808,0,ADSL1,outage_type_1,log_report_type_168,9,transit_server_type_15,1,1
3561,area_208,1,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_34,2,1
4450,area_890,0,ADSL1,outage_type_2,log_report_type_73,3,transit_server_type_11,1,1
7610,area_653,1,ADSL1,outage_type_1,log_report_type_80,3,transit_server_type_11,1,1
18397,area_603,0,ADSL1,outage_type_2,log_report_type_54,1,transit_server_type_11,1,1
10787,area_284,0,ADSL1,outage_type_2,log_report_type_160,1,transit_server_type_11,1,1
16144,area_818,1,ADSL1,outage_type_1,log_report_type_170,1,transit_server_type_11,1,1
5933,area_878,0,ADSL1,outage_type_1,log_report_type_68,1,transit_server_type_11,1,1
13147,area_7,0,ADSL1,outage_type_1,log_report_type_70,1,transit_server_type_11,1,1
17268,area_599,2,ADSL1,outage_type_2,log_report_type_203,12,transit_server_type_15,1,1
7182,area_126,0,ADSL2,outage_type_2,log_report_type_315,1,transit_server_type_35,2,1
18451,area_1107,0,ADSL1,outage_type_1,log_report_type_71,6,transit_server_type_15,1,1
17687,area_931,0,ADSL1,outage_type_2,log_report_type_80,1,transit_server_type_15,1,1
6443,area_995,1,ADSL1,outage_type_1,log_report_type_203,1,transit_server_type_11,1,1
14167,area_118,0,ADSL2,outage_type_2,log_report_type_312,32,transit_server_type_34,2,1
10357,area_501,0,ADSL2,outage_type_2,log_report_type_313,3,transit_server_type_34,2,1
15912,area_648,1,Cable,outage_type_1,log_report_type_170,1,transit_server_type_11,4,0
954,area_618,0,Cable,outage_type_1,log_report_type_162,1,transit_server_type_11,4,0
9458,area_242,0,ADSL2,outage_type_2,log_report_type_232,3,transit_server_type_34,2,1
14001,area_812,0,ADSL1,outage_type_2,log_report_type_51,1,transit_server_type_11,1,1
12490,area_704,2,ADSL1,outage_type_1,log_report_type_71,1,transit_server_type_11,1,1
11051,area_984,1,ADSL1,outage_type_1,log_report_type_179,1,transit_server_type_13,1,1
12099,area_957,0,ADSL1,outage_type_1,log_report_type_55,2,transit_server_type_54,1,1
7130,area_816,0,ADSL1,outage_type_1,log_report_type_170,2,transit_server_type_11,1,1
7483,area_889,0,ADSL1,outage_type_1,log_report_type_195,2,transit_server_type_11,1,1
12528,area_627,0,Cable,outage_type_2,log_report_type_75,1,transit_server_type_11,4,0
4668,area_305,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
3590,area_998,2,ADSL1,outage_type_1,log_report_type_68,1,transit_server_type_11,1,1
3807,area_1058,0,ADSL1,outage_type_1,log_report_type_170,2,transit_server_type_11,1,1
4293,area_1107,1,ADSL1,outage_type_1,log_report_type_71,9,transit_server_type_15,1,1
16396,area_742,0,ADSL2,outage_type_2,log_report_type_80,4,transit_server_type_54,2,1
17169,area_505,0,ADSL2,outage_type_2,log_report_type_232,100,transit_server_type_34,2,1
17193,area_1048,0,ADSL1,outage_type_1,log_report_type_68,1,transit_server_type_11,1,1
18472,area_413,1,ADSL2,outage_type_2,log_report_type_307,1,transit_server_type_34,2,1
912,area_1090,1,ADSL1,outage_type_1,log_report_type_202,2,transit_server_type_11,1,1
16200,area_912,1,ADSL1,outage_type_1,log_report_type_170,2,transit_server_type_11,1,1
12992,area_1120,0,ADSL1,outage_type_1,log_report_type_182,1,transit_server_type_11,1,1
10721,area_1042,1,ADSL1,outage_type_2,log_report_type_82,10,transit_server_type_15,1,1
6902,area_1019,2,ADSL1,outage_type_2,log_report_type_203,4,transit_server_type_15,1,1
15436,area_893,0,ADSL2,outage_type_1,log_report_type_368,10,transit_server_type_42,2,1
12054,area_825,1,ADSL1,outage_type_1,log_report_type_201,5,transit_server_type_15,1,1
13443,area_1049,0,ADSL1,outage_type_2,log_report_type_195,1,transit_server_type_11,1,1
10074,area_211,1,ADSL2,outage_type_1,log_report_type_313,1,transit_server_type_35,2,1
12139,area_155,0,ADSL2,outage_type_2,log_report_type_312,16,transit_server_type_35,2,1
10389,area_124,0,ADSL2,outage_type_2,log_report_type_312,3,transit_server_type_35,2,1
1501,area_322,1,ADSL2,outage_type_2,log_report_type_312,5,transit_server_type_34,2,1
16704,area_490,0,ADSL2,outage_type_2,log_report_type_309,6,transit_server_type_34,2,1
16931,area_7,2,ADSL1,outage_type_1,log_report_type_165,1,transit_server_type_11,1,1
938,area_1107,2,ADSL1,outage_type_2,log_report_type_82,2,transit_server_type_15,1,1
12063,area_9,0,ADSL1,outage_type_2,log_report_type_71,3,transit_server_type_15,1,1
14004,area_684,2,ADSL1,outage_type_1,log_report_type_203,4,transit_server_type_15,1,1
5333,area_1067,0,ADSL1,outage_type_1,log_report_type_170,4,transit_server_type_11,1,1
18163,area_480,0,ADSL2,outage_type_2,log_report_type_230,27,transit_server_type_35,2,1
17417,area_243,0,ADSL2,outage_type_2,log_report_type_234,37,transit_server_type_35,2,1
8759,area_1018,0,ADSL1,outage_type_2,log_report_type_193,2,transit_server_type_15,1,1
15801,area_1008,2,ADSL1,outage_type_1,log_report_type_82,24,transit_server_type_15,1,1
4107,area_707,0,ADSL1,outage_type_2,log_report_type_349,1,transit_server_type_15,1,1
3844,area_805,0,ADSL1,outage_type_1,log_report_type_191,1,transit_server_type_11,1,1
2277,area_836,0,ADSL1,outage_type_1,log_report_type_73,4,transit_server_type_11,1,1
16693,area_723,0,ADSL1,outage_type_2,log_report_type_170,1,transit_server_type_11,1,1
8293,area_407,0,ADSL2,outage_type_4,log_report_type_312,1,transit_server_type_35,2,1
9075,area_793,0,ADSL1,outage_type_2,log_report_type_73,1,transit_server_type_11,1,1
2398,area_126,0,ADSL2,outage_type_2,log_report_type_312,5,transit_server_type_34,2,1
8471,area_196,0,ADSL2,outage_type_2,log_report_type_232,1,transit_server_type_34,2,1
17037,area_1100,2,ADSL1,outage_type_2,log_report_type_82,46,transit_server_type_15,1,1
5021,area_972,1,Cable,outage_type_1,log_report_type_225,1,transit_server_type_23,4,0
2251,area_330,0,ADSL2,outage_type_4,log_report_type_313,1,transit_server_type_35,2,1
16682,area_777,1,ADSL1,outage_type_2,log_report_type_203,1,transit_server_type_15,1,1
4715,area_1116,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
11476,area_504,0,ADSL2,outage_type_2,log_report_type_312,16,transit_server_type_35,2,1
8548,area_948,1,ADSL1,outage_type_1,log_report_type_163,2,transit_server_type_11,1,1
8693,area_892,0,ADSL2,outage_type_1,log_report_type_135,1,transit_server_type_21,2,1
12468,area_165,0,ADSL2,outage_type_2,log_report_type_232,2,transit_server_type_34,2,1
2711,area_476,0,ADSL2,outage_type_1,log_report_type_235,1,transit_server_type_35,2,1
11020,area_661,1,ADSL2+,outage_type_1,log_report_type_54,1,transit_server_type_11,3,1
3941,area_409,1,ADSL2,outage_type_2,log_report_type_233,1,transit_server_type_35,2,1
8176,area_809,0,ADSL1,outage_type_2,log_report_type_71,2,transit_server_type_15,1,1
8935,area_919,0,ADSL1,outage_type_1,log_report_type_202,2,transit_server_type_11,1,1
16363,area_756,1,ADSL2,outage_type_1,log_report_type_170,1,transit_server_type_11,2,1
8473,area_816,1,ADSL1,outage_type_1,log_report_type_163,1,transit_server_type_11,1,1
5962,area_390,0,ADSL2,outage_type_2,log_report_type_315,1,transit_server_type_35,2,1
1341,area_859,0,ADSL2,outage_type_1,log_report_type_219,2,transit_server_type_20,2,1
15768,area_944,0,ADSL1,outage_type_1,log_report_type_54,1,transit_server_type_11,1,1
1216,area_7,0,ADSL1,outage_type_1,log_report_type_81,2,transit_server_type_11,1,1
7988,area_460,0,ADSL2,outage_type_4,log_report_type_312,1,transit_server_type_35,2,1
777,area_1023,1,BPL,outage_type_1,log_report_type_218,1,transit_server_type_30,0,1
17944,area_891,0,ADSL1,outage_type_2,log_report_type_73,5,transit_server_type_11,1,1
13785,area_442,1,ADSL2,outage_type_2,log_report_type_233,1,transit_server_type_34,2,1
13828,area_812,0,ADSL1,outage_type_1,log_report_type_18,1,transit_server_type_11,1,1
5550,area_313,0,ADSL2,outage_type_2,log_report_type_315,1,transit_server_type_34,2,1
1105,area_467,0,ADSL2,outage_type_1,log_report_type_301,1,transit_server_type_35,2,1
240,area_892,1,ADSL2,outage_type_2,log_report_type_375,2,transit_server_type_42,2,1
5895,area_95,0,ADSL2,outage_type_2,log_report_type_312,15,transit_server_type_34,2,1
11205,area_899,1,ADSL2,outage_type_2,log_report_type_368,4,transit_server_type_42,2,1
3963,area_619,0,ADSL1,outage_type_1,log_report_type_54,4,transit_server_type_11,1,1
14066,area_488,0,ADSL2,outage_type_2,log_report_type_229,4,transit_server_type_35,2,1
5874,area_1055,0,ADSL1,outage_type_1,log_report_type_108,1,transit_server_type_11,1,1
6465,area_800,0,ADSL1,outage_type_1,log_report_type_195,4,transit_server_type_11,1,1
16949,area_1,0,ADSL1,outage_type_2,log_report_type_80,1,transit_server_type_15,1,1
12216,area_102,0,ADSL2,outage_type_2,log_report_type_308,2,transit_server_type_35,2,1
9032,area_945,0,ADSL1,outage_type_1,log_report_type_191,6,transit_server_type_11,1,1
4577,area_667,2,ADSL1,outage_type_1,log_report_type_55,10,transit_server_type_11,1,1
18139,area_1072,2,ADSL1,outage_type_1,log_report_type_81,8,transit_server_type_11,1,1
18155,area_124,0,ADSL2,outage_type_2,log_report_type_307,1,transit_server_type_35,2,1
2012,area_477,0,ADSL2,outage_type_2,log_report_type_229,2,transit_server_type_34,2,1
6380,area_126,0,ADSL2,outage_type_2,log_report_type_315,4,transit_server_type_34,2,1
11766,area_1008,0,ADSL1,outage_type_1,log_report_type_203,23,transit_server_type_15,1,1
7369,area_778,1,ADSL1,outage_type_2,log_report_type_203,1,transit_server_type_15,1,1
10374,area_744,0,ADSL1,outage_type_2,log_report_type_69,1,transit_server_type_11,1,1
9277,area_1042,2,ADSL1,outage_type_2,log_report_type_203,23,transit_server_type_15,1,1
11990,area_87,2,ADSL1,outage_type_1,log_report_type_55,1,transit_server_type_11,1,1
14752,area_653,0,ADSL1,outage_type_2,log_report_type_76,1,transit_server_type_11,1,1
6051,area_1107,1,ADSL1,outage_type_1,log_report_type_201,5,transit_server_type_15,1,1
581,area_1007,0,ADSL1,outage_type_2,log_report_type_80,1,transit_server_type_15,1,1
845,area_995,2,ADSL1,outage_type_1,log_report_type_193,5,transit_server_type_15,1,1
16616,area_122,0,ADSL2,outage_type_2,log_report_type_233,3,transit_server_type_35,2,1
11153,area_1047,0,ADSL1,outage_type_2,log_report_type_55,2,transit_server_type_11,1,1
18332,area_477,0,ADSL2,outage_type_2,log_report_type_232,9,transit_server_type_34,2,1
5961,area_1008,2,ADSL1,outage_type_2,log_report_type_80,8,transit_server_type_15,1,1
7838,area_584,0,ADSL1,outage_type_1,log_report_type_73,6,transit_server_type_11,1,1
3182,area_157,0,ADSL2,outage_type_2,log_report_type_232,4,transit_server_type_35,2,1
14516,area_899,1,ADSL2,outage_type_1,log_report_type_368,1,transit_server_type_42,2,1
7720,area_991,2,ADSL1,outage_type_1,log_report_type_207,1,transit_server_type_11,1,1
3612,area_488,0,ADSL2,outage_type_2,log_report_type_232,20,transit_server_type_35,2,1
2318,area_304,0,ADSL1,outage_type_1,log_report_type_307,1,transit_server_type_34,1,1
18076,area_1000,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
14751,area_478,0,ADSL2,outage_type_2,log_report_type_307,1,transit_server_type_35,2,1
15166,area_957,1,ADSL1,outage_type_1,log_report_type_202,2,transit_server_type_11,1,1
15572,area_691,1,Cable,outage_type_2,log_report_type_114,1,transit_server_type_22,4,0
9238,area_488,0,ADSL2,outage_type_2,log_report_type_313,4,transit_server_type_35,2,1
3260,area_95,1,ADSL2,outage_type_2,log_report_type_229,2,transit_server_type_35,2,1
10008,area_172,0,ADSL2,outage_type_2,log_report_type_312,8,transit_server_type_35,2,1
14039,area_839,0,ADSL1,outage_type_1,log_report_type_170,2,transit_server_type_11,1,1
9708,area_344,0,ADSL2,outage_type_2,log_report_type_232,9,transit_server_type_34,2,1
4250,area_962,2,ADSL1,outage_type_1,log_report_type_203,6,transit_server_type_15,1,1
9645,area_314,0,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_34,2,1
4092,area_1019,0,ADSL1,outage_type_1,log_report_type_82,12,transit_server_type_15,1,1
5216,area_476,0,ADSL2,outage_type_2,log_report_type_314,4,transit_server_type_35,2,1
17187,area_798,1,ADSL1,outage_type_2,log_report_type_82,32,transit_server_type_15,1,1
7323,area_135,0,ADSL2,outage_type_2,log_report_type_312,14,transit_server_type_34,2,1
3950,area_484,0,ADSL2,outage_type_4,log_report_type_314,1,transit_server_type_35,2,1
9376,area_484,0,ADSL2,outage_type_1,log_report_type_219,1,transit_server_type_20,2,1
11617,area_762,0,ADSL2,outage_type_1,log_report_type_219,2,transit_server_type_20,2,1
6571,area_124,0,ADSL2,outage_type_2,log_report_type_307,1,transit_server_type_35,2,1
17067,area_885,0,ADSL1,outage_type_1,log_report_type_81,1,transit_server_type_11,1,1
2860,area_798,1,ADSL1,outage_type_2,log_report_type_82,8,transit_server_type_15,1,1
6346,area_1107,2,ADSL1,outage_type_1,log_report_type_193,28,transit_server_type_15,1,1
3258,area_989,2,ADSL1,outage_type_1,log_report_type_170,6,transit_server_type_11,1,1
15905,area_353,1,ADSL2,outage_type_2,log_report_type_232,2,transit_server_type_34,2,1
15599,area_609,0,ADSL1,outage_type_1,log_report_type_306,2,transit_server_type_23,1,1
16816,area_816,1,Cable,outage_type_2,log_report_type_306,1,transit_server_type_23,4,0
12535,area_1042,1,ADSL1,outage_type_2,log_report_type_82,27,transit_server_type_15,1,1
1921,area_508,0,ADSL2,outage_type_2,log_report_type_311,2,transit_server_type_34,2,1
11172,area_380,0,ADSL2,outage_type_2,log_report_type_232,3,transit_server_type_35,2,1
5692,area_674,2,ADSL1,outage_type_1,log_report_type_55,4,transit_server_type_11,1,1
17890,area_83,1,ADSL2,outage_type_1,log_report_type_359,1,transit_server_type_54,2,1
13743,area_878,0,ADSL1,outage_type_1,log_report_type_195,83,transit_server_type_11,1,1
15985,area_460,1,ADSL2,outage_type_2,log_report_type_312,5,transit_server_type_34,2,1
11315,area_147,0,ADSL2,outage_type_2,log_report_type_307,3,transit_server_type_34,2,1
4561,area_112,1,ADSL2,outage_type_2,log_report_type_232,1,transit_server_type_34,2,1
13020,area_478,0,ADSL2,outage_type_1,log_report_type_232,5,transit_server_type_20,2,1
6282,area_445,0,ADSL2,outage_type_2,log_report_type_232,7,transit_server_type_35,2,1
8335,area_684,2,ADSL1,outage_type_1,log_report_type_71,1,transit_server_type_15,1,1
17344,area_794,0,Fiber1,outage_type_1,log_report_type_47,4,transit_server_type_14,5,0
11496,area_74,1,Fiber2,outage_type_1,log_report_type_154,1,transit_server_type_10,6,0
5248,area_852,1,ADSL1,outage_type_1,log_report_type_45,1,transit_server_type_11,1,1
1768,area_943,1,ADSL1,outage_type_1,log_report_type_170,1,transit_server_type_11,1,1
7313,area_1020,2,ADSL1,outage_type_1,log_report_type_54,10,transit_server_type_11,1,1
17372,area_127,0,ADSL2,outage_type_2,log_report_type_235,1,transit_server_type_34,2,1
3450,area_444,1,ADSL2,outage_type_1,log_report_type_301,1,transit_server_type_20,2,1
15284,area_1052,2,ADSL1,outage_type_1,log_report_type_82,11,transit_server_type_11,1,1
7540,area_1052,0,ADSL1,outage_type_2,log_report_type_80,6,transit_server_type_15,1,1
5307,area_520,0,ADSL2,outage_type_2,log_report_type_313,1,transit_server_type_34,2,1
5135,area_745,1,Cable,outage_type_1,log_report_type_209,1,transit_server_type_23,4,0
11979,area_120,0,ADSL2,outage_type_2,log_report_type_234,1,transit_server_type_35,2,1
9052,area_1100,0,ADSL1,outage_type_1,log_report_type_203,6,transit_server_type_15,1,1
13841,area_103,0,ADSL2,outage_type_2,log_report_type_230,3,transit_server_type_34,2,1
14352,area_380,0,ADSL2,outage_type_2,log_report_type_232,9,transit_server_type_34,2,1
7378,area_32,2,ADSL2,outage_type_1,log_report_type_154,1,transit_server_type_11,2,1
5337,area_1,0,ADSL1,outage_type_1,log_report_type_201,2,transit_server_type_15,1,1
13507,area_155,0,ADSL2,outage_type_2,log_report_type_312,24,transit_server_type_34,2,1
10531,area_755,0,ADSL1,outage_type_1,log_report_type_55,1,transit_server_type_11,1,1
8765,area_1033,1,ADSL1,outage_type_1,log_report_type_170,2,transit_server_type_11,1,1
3531,area_691,0,ADSL1,outage_type_2,log_report_type_75,8,transit_server_type_23,1,1
10025,area_414,0,ADSL2,outage_type_4,log_report_type_312,2,transit_server_type_35,2,1
12317,area_244,0,ADSL2,outage_type_2,log_report_type_312,14,transit_server_type_34,2,1
18288,area_599,0,ADSL1,outage_type_1,log_report_type_71,1,transit_server_type_15,1,1
13348,area_817,0,ADSL1,outage_type_1,log_report_type_167,1,transit_server_type_11,1,1
1438,area_37,1,ADSL1,outage_type_1,log_report_type_167,2,transit_server_type_11,1,1
11687,area_1026,0,ADSL1,outage_type_1,log_report_type_54,5,transit_server_type_11,1,1
9605,area_244,0,ADSL2,outage_type_2,log_report_type_312,26,transit_server_type_34,2,1
7086,area_506,0,ADSL2,outage_type_2,log_report_type_312,38,transit_server_type_35,2,1
14372,area_300,1,ADSL2,outage_type_2,log_report_type_312,2,transit_server_type_35,2,1
678,area_363,0,ADSL2,outage_type_2,log_report_type_313,1,transit_server_type_35,2,1
3348,area_817,0,ADSL2,outage_type_1,log_report_type_219,1,transit_server_type_20,2,1
9820,area_931,0,ADSL1,outage_type_2,log_report_type_80,4,transit_server_type_15,1,1
5490,area_522,0,ADSL2,outage_type_2,log_report_type_313,1,transit_server_type_34,2,1
18405,area_837,1,ADSL2,outage_type_1,log_report_type_318,1,transit_server_type_24,2,1
18057,area_653,0,ADSL1,outage_type_2,log_report_type_80,1,transit_server_type_15,1,1
684,area_704,2,ADSL1,outage_type_1,log_report_type_203,19,transit_server_type_15,1,1
788,area_481,1,ADSL2,outage_type_1,log_report_type_220,1,transit_server_type_21,2,1
12068,area_899,0,ADSL2,outage_type_1,log_report_type_374,1,transit_server_type_50,2,1
794,area_646,0,ADSL1,outage_type_1,log_report_type_203,2,transit_server_type_11,1,1
16615,area_236,1,ADSL2,outage_type_2,log_report_type_227,1,transit_server_type_34,2,1
13691,area_845,2,ADSL1,outage_type_2,log_report_type_203,6,transit_server_type_15,1,1
3272,area_406,1,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_35,2,1
12305,area_131,1,ADSL2,outage_type_2,log_report_type_301,1,transit_server_type_35,2,1
2641,area_481,0,ADSL2,outage_type_2,log_report_type_310,6,transit_server_type_35,2,1
149,area_504,0,ADSL2,outage_type_2,log_report_type_235,2,transit_server_type_35,2,1
4631,area_497,0,ADSL2,outage_type_2,log_report_type_312,82,transit_server_type_34,2,1
9620,area_1046,2,ADSL2+,outage_type_1,log_report_type_345,6,transit_server_type_11,3,1
4108,area_613,2,ADSL1,outage_type_1,log_report_type_193,1,transit_server_type_15,1,1
10831,area_469,0,ADSL2,outage_type_2,log_report_type_316,3,transit_server_type_34,2,1
6053,area_928,1,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
8167,area_325,1,ADSL2,outage_type_2,log_report_type_310,5,transit_server_type_34,2,1
18358,area_73,1,BPL,outage_type_1,log_report_type_133,3,transit_server_type_11,0,1
10320,area_357,0,ADSL2,outage_type_2,log_report_type_227,1,transit_server_type_34,2,1
616,area_885,1,ADSL1,outage_type_1,log_report_type_70,1,transit_server_type_11,1,1
5359,area_995,2,ADSL1,outage_type_1,log_report_type_71,3,transit_server_type_15,1,1
999,area_704,1,ADSL1,outage_type_2,log_report_type_82,4,transit_server_type_15,1,1
10272,area_1075,0,ADSL1,outage_type_2,log_report_type_203,3,transit_server_type_15,1,1
1964,area_1111,0,ADSL1,outage_type_2,log_report_type_54,1,transit_server_type_11,1,1
5353,area_734,2,ADSL1,outage_type_1,log_report_type_71,9,transit_server_type_54,1,1
3454,area_1044,0,ADSL1,outage_type_1,log_report_type_73,1,transit_server_type_11,1,1
15719,area_126,0,ADSL2,outage_type_2,log_report_type_313,18,transit_server_type_34,2,1
9558,area_619,0,ADSL1,outage_type_1,log_report_type_170,1,transit_server_type_11,1,1
1658,area_126,0,ADSL2,outage_type_2,log_report_type_312,6,transit_server_type_34,2,1
16804,area_469,0,ADSL2,outage_type_2,log_report_type_232,52,transit_server_type_35,2,1
16467,area_468,0,ADSL2,outage_type_2,log_report_type_312,28,transit_server_type_34,2,1
3975,area_476,0,ADSL2,outage_type_2,log_report_type_312,5,transit_server_type_35,2,1
16885,area_467,0,ADSL2,outage_type_2,log_report_type_227,1,transit_server_type_34,2,1
5825,area_122,0,ADSL2,outage_type_2,log_report_type_312,5,transit_server_type_34,2,1
17485,area_282,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
15506,area_686,0,Cable,outage_type_1,log_report_type_54,7,transit_server_type_22,4,0
7972,area_734,0,ADSL1,outage_type_1,log_report_type_82,20,transit_server_type_15,1,1
14413,area_147,0,ADSL2,outage_type_4,log_report_type_312,1,transit_server_type_35,2,1
9236,area_845,2,ADSL1,outage_type_2,log_report_type_203,5,transit_server_type_15,1,1
7516,area_276,1,ADSL2,outage_type_2,log_report_type_232,1,transit_server_type_34,2,1
12531,area_401,0,ADSL2,outage_type_4,log_report_type_312,1,transit_server_type_35,2,1
12052,area_817,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
2416,area_358,0,ADSL2,outage_type_2,log_report_type_314,1,transit_server_type_35,2,1
11373,area_175,1,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_35,2,1
17199,area_475,0,ADSL2,outage_type_2,log_report_type_307,4,transit_server_type_34,2,1
9329,area_1080,1,ADSL2+,outage_type_1,log_report_type_68,2,transit_server_type_11,3,1
10451,area_333,0,ADSL2,outage_type_4,log_report_type_313,1,transit_server_type_35,2,1
10894,area_128,0,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_34,2,1
1239,area_244,0,ADSL2,outage_type_2,log_report_type_232,25,transit_server_type_35,2,1
3497,area_673,0,ADSL1,outage_type_1,log_report_type_55,2,transit_server_type_11,1,1
11589,area_1100,2,ADSL1,outage_type_1,log_report_type_193,4,transit_server_type_15,1,1
17753,area_704,1,ADSL1,outage_type_2,log_report_type_203,3,transit_server_type_15,1,1
15344,area_173,1,ADSL2,outage_type_2,log_report_type_313,1,transit_server_type_34,2,1
11632,area_382,0,ADSL2,outage_type_2,log_report_type_232,3,transit_server_type_35,2,1
8071,area_133,1,ADSL2,outage_type_2,log_report_type_232,2,transit_server_type_35,2,1
15914,area_155,0,ADSL2,outage_type_2,log_report_type_232,13,transit_server_type_34,2,1
8774,area_100,0,ADSL2,outage_type_4,log_report_type_312,1,transit_server_type_35,2,1
17991,area_430,0,ADSL2,outage_type_2,log_report_type_232,5,transit_server_type_35,2,1
16721,area_744,0,ADSL2,outage_type_1,log_report_type_219,1,transit_server_type_20,2,1
8115,area_745,2,ADSL1,outage_type_1,log_report_type_87,1,transit_server_type_11,1,1
14365,area_177,0,ADSL2,outage_type_1,log_report_type_307,3,transit_server_type_20,2,1
1739,area_365,1,ADSL2,outage_type_2,log_report_type_312,2,transit_server_type_34,2,1
11848,area_892,0,ADSL2,outage_type_1,log_report_type_291,88,transit_server_type_42,2,1
16073,area_441,0,ADSL2,outage_type_2,log_report_type_232,3,transit_server_type_35,2,1
14092,area_17,1,ADSL1,outage_type_2,log_report_type_207,1,transit_server_type_11,1,1
5052,area_124,0,ADSL2,outage_type_2,log_report_type_315,2,transit_server_type_35,2,1
12985,area_533,0,Fiber2,outage_type_1,log_report_type_171,3,transit_server_type_11,6,0
9348,area_276,0,ADSL2,outage_type_2,log_report_type_307,1,transit_server_type_34,2,1
5899,area_808,0,ADSL1,outage_type_2,log_report_type_71,1,transit_server_type_15,1,1
15545,area_738,0,ADSL2,outage_type_1,log_report_type_74,1,transit_server_type_54,2,1
16174,area_925,0,ADSL1,outage_type_1,log_report_type_54,1,transit_server_type_11,1,1
348,area_962,1,ADSL1,outage_type_1,log_report_type_203,7,transit_server_type_11,1,1
9537,area_921,0,ADSL1,outage_type_2,log_report_type_82,2,transit_server_type_15,1,1
14338,area_289,0,ADSL2,outage_type_2,log_report_type_232,2,transit_server_type_34,2,1
9294,area_140,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
11863,area_760,1,ADSL1,outage_type_1,log_report_type_54,1,transit_server_type_11,1,1
15706,area_691,0,ADSL1,outage_type_1,log_report_type_75,6,transit_server_type_20,1,1
11167,area_343,0,ADSL2,outage_type_4,log_report_type_307,1,transit_server_type_35,2,1
13632,area_1037,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
1981,area_600,1,ADSL1,outage_type_2,log_report_type_203,5,transit_server_type_15,1,1
16667,area_228,0,ADSL2,outage_type_2,log_report_type_232,3,transit_server_type_35,2,1
11411,area_936,1,ADSL2+,outage_type_1,log_report_type_273,1,transit_server_type_13,3,1
8180,area_171,0,ADSL2,outage_type_1,log_report_type_301,1,transit_server_type_20,2,1
2569,area_124,0,ADSL2,outage_type_2,log_report_type_315,1,transit_server_type_35,2,1
8286,area_375,1,ADSL2,outage_type_2,log_report_type_313,40,transit_server_type_34,2,1
6691,area_644,1,ADSL2,outage_type_1,log_report_type_283,1,transit_server_type_44,2,1
16638,area_977,1,BPL,outage_type_1,log_report_type_133,1,transit_server_type_11,0,1
16620,area_744,1,ADSL1,outage_type_1,log_report_type_190,2,transit_server_type_11,1,1
4035,area_710,1,ADSL1,outage_type_2,log_report_type_60,2,transit_server_type_11,1,1
16969,area_255,0,ADSL2,outage_type_4,log_report_type_312,5,transit_server_type_35,2,1
13028,area_478,0,ADSL2,outage_type_2,log_report_type_308,3,transit_server_type_34,2,1
3270,area_79,1,ADSL2,outage_type_1,log_report_type_219,1,transit_server_type_10,2,1
10683,area_484,0,ADSL2,outage_type_2,log_report_type_312,2,transit_server_type_34,2,1
6958,area_989,0,ADSL1,outage_type_2,log_report_type_68,1,transit_server_type_11,1,1
12183,area_490,0,ADSL2,outage_type_2,log_report_type_232,1,transit_server_type_34,2,1
13891,area_491,0,ADSL2,outage_type_2,log_report_type_232,2,transit_server_type_34,2,1
15951,area_734,2,ADSL1,outage_type_1,log_report_type_201,2,transit_server_type_11,1,1
2642,area_957,0,ADSL2,outage_type_1,log_report_type_70,1,transit_server_type_54,2,1
1433,area_270,0,ADSL2,outage_type_2,log_report_type_313,8,transit_server_type_35,2,1
12586,area_469,0,ADSL2,outage_type_2,log_report_type_313,3,transit_server_type_35,2,1
8065,area_157,0,ADSL2,outage_type_2,log_report_type_312,2,transit_server_type_35,2,1
14249,area_821,2,ADSL1,outage_type_1,log_report_type_82,101,transit_server_type_11,1,1
4363,area_507,0,ADSL2,outage_type_2,log_report_type_232,8,transit_server_type_34,2,1
3919,area_814,0,ADSL1,outage_type_1,log_report_type_70,7,transit_server_type_11,1,1
10411,area_744,1,ADSL2+,outage_type_1,log_report_type_273,1,transit_server_type_11,3,1
5844,area_763,0,ADSL1,outage_type_2,log_report_type_82,48,transit_server_type_15,1,1
15860,area_821,1,ADSL1,outage_type_1,log_report_type_193,1,transit_server_type_54,1,1
2614,area_885,0,ADSL1,outage_type_1,log_report_type_202,4,transit_server_type_11,1,1
9185,area_790,0,Cable,outage_type_4,log_report_type_306,10,transit_server_type_23,4,0
488,area_400,0,ADSL2,outage_type_4,log_report_type_301,2,transit_server_type_35,2,1
